Country,Month,Fruit,Predicted_Status,Confidence,Is_Rotten
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,0.9999998807907104,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,0.9999998807907104,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,0.9998503923416138,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,0.999993085861206,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,0.9999032020568848,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,0.9999998807907104,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,1.0,False
Brazil,April,Banana,Fresh,0.9999992847442628,False
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,0.9999969005584716,True
Brazil,April,Banana,Rotten,0.9999938011169434,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,0.9999228715896606,True
Brazil,April,Banana,Rotten,0.9999980926513672,True
Brazil,April,Banana,Rotten,0.9999982118606568,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,0.9989126920700072,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,0.9999731779098512,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,0.9999911785125732,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,0.9999747276306152,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,0.9999998807907104,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,0.9999998807907104,True
Brazil,April,Banana,Rotten,0.9999977350234984,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,0.9938143491744996,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,0.99939227104187,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,0.9999914169311525,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,1.0,True
Brazil,April,Banana,Rotten,0.9999996423721312,True
Brazil,April,Orange,Fresh,0.9999998807907104,False
Brazil,April,Orange,Fresh,0.9997500777244568,False
Brazil,April,Orange,Fresh,1.0,False
Brazil,April,Orange,Fresh,1.0,False
Brazil,April,Orange,Fresh,0.9999897480010986,False
Brazil,April,Orange,Fresh,0.98285710811615,False
Brazil,April,Orange,Fresh,0.9142535328865052,False
Brazil,April,Orange,Fresh,0.9999998807907104,False
Brazil,April,Orange,Fresh,0.999996304512024,False
Brazil,April,Orange,Fresh,0.9999997615814208,False
Brazil,April,Orange,Fresh,0.9999998807907104,False
Brazil,April,Orange,Fresh,0.9982025623321532,False
Brazil,April,Orange,Fresh,0.9999886751174928,False
Brazil,April,Orange,Fresh,0.9995076656341552,False
Brazil,April,Orange,Fresh,0.9999668598175048,False
Brazil,April,Orange,Fresh,0.999985933303833,False
Brazil,April,Orange,Fresh,0.9999996423721312,False
Brazil,April,Orange,Fresh,0.9999678134918212,False
Brazil,April,Orange,Fresh,0.9994997978210448,False
Brazil,April,Orange,Fresh,0.9993482232093812,False
Brazil,April,Orange,Fresh,1.0,False
Brazil,April,Orange,Fresh,0.9991971850395204,False
Brazil,April,Orange,Fresh,0.9998006224632264,False
Brazil,April,Orange,Fresh,0.9999971389770508,False
Brazil,April,Orange,Fresh,1.0,False
Brazil,April,Orange,Fresh,0.9999098777770996,False
Brazil,April,Orange,Fresh,0.9902591705322266,False
Brazil,April,Orange,Fresh,0.9999997615814208,False
Brazil,April,Orange,Fresh,0.9999985694885254,False
Brazil,April,Orange,Fresh,0.9982153177261353,False
Brazil,April,Orange,Fresh,0.9999995231628418,False
Brazil,April,Orange,Fresh,1.0,False
Brazil,April,Orange,Fresh,0.9999972581863404,False
Brazil,April,Orange,Fresh,0.9998353719711304,False
Brazil,April,Orange,Fresh,0.999997854232788,False
Brazil,April,Orange,Fresh,1.0,False
Brazil,April,Orange,Fresh,0.9999890327453612,False
Brazil,April,Orange,Fresh,0.9972992539405824,False
Brazil,April,Orange,Fresh,0.993738055229187,False
Brazil,April,Orange,Fresh,0.9766935706138612,False
Brazil,April,Orange,Fresh,1.0,False
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,0.9891891479492188,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,0.99999737739563,True
Brazil,April,Orange,Rotten,0.9995042085647584,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,0.9994205236434937,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,0.9993160963058472,True
Brazil,April,Orange,Rotten,0.999657154083252,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,0.9999998807907104,True
Brazil,April,Orange,Rotten,0.9999263286590576,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,0.9998610019683838,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,0.9999990463256836,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,0.9999991655349731,True
Brazil,April,Orange,Rotten,0.9999828338623048,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,0.9999788999557496,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,0.9999288320541382,True
Brazil,April,Orange,Rotten,0.9999574422836304,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,0.9999898672103882,True
Brazil,April,Orange,Rotten,0.999981164932251,True
Brazil,April,Orange,Rotten,0.9997162222862244,True
Brazil,April,Orange,Rotten,0.9877278804779052,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,0.998940408229828,True
Brazil,April,Orange,Rotten,0.9999996423721312,True
Brazil,April,Orange,Rotten,0.9999887943267822,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,0.9999043941497804,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,April,Orange,Rotten,0.9991227984428406,True
Brazil,April,Orange,Rotten,1.0,True
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,0.9999997615814208,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,0.999996781349182,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,0.995843231678009,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,0.9999245405197144,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,0.9999769926071168,False
Brazil,August,Apple,Fresh,0.9999947547912598,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,0.9998407363891602,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,0.9838866591453552,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,1.0,False
Brazil,August,Apple,Fresh,0.999972939491272,False
Brazil,August,Apple,Fresh,0.9999984502792358,False
Brazil,August,Apple,Fresh,0.9999244213104248,False
Brazil,August,Apple,Fresh,0.999992847442627,False
Brazil,August,Apple,Fresh,0.9994789958000184,False
Brazil,August,Apple,Fresh,0.9999880790710448,False
Brazil,August,Apple,Rotten,0.9998724460601808,True
Brazil,August,Apple,Rotten,0.9999966621398926,True
Brazil,August,Apple,Rotten,0.9999986886978148,True
Brazil,August,Apple,Rotten,0.9999934434890748,True
Brazil,August,Apple,Rotten,0.9999995231628418,True
Brazil,August,Apple,Rotten,0.9999998807907104,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9999996423721312,True
Brazil,August,Apple,Rotten,0.9999971389770508,True
Brazil,August,Apple,Rotten,0.9998756647109984,True
Brazil,August,Apple,Rotten,0.9999696016311646,True
Brazil,August,Apple,Rotten,0.9989676475524902,True
Brazil,August,Apple,Rotten,0.9999988079071044,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9999852180480956,True
Brazil,August,Apple,Rotten,0.9999922513961792,True
Brazil,August,Apple,Rotten,0.9988836646080016,True
Brazil,August,Apple,Rotten,0.7987781763076782,True
Brazil,August,Apple,Rotten,0.999996542930603,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9999998807907104,True
Brazil,August,Apple,Rotten,0.8970445394515991,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9999920129776,True
Brazil,August,Apple,Rotten,0.996809422969818,True
Brazil,August,Apple,Rotten,0.9999986886978148,True
Brazil,August,Apple,Rotten,0.9999877214431764,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9999991655349731,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.998561680316925,True
Brazil,August,Apple,Rotten,0.9989197254180908,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9999892711639404,True
Brazil,August,Apple,Rotten,0.9972853660583496,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.999858260154724,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9998264908790588,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9999598264694214,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.999822199344635,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9998799562454224,True
Brazil,August,Apple,Rotten,0.9999997615814208,True
Brazil,August,Apple,Rotten,0.9998086094856262,True
Brazil,August,Apple,Rotten,0.999987244606018,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9999712705612184,True
Brazil,August,Apple,Rotten,0.9999992847442628,True
Brazil,August,Apple,Rotten,0.9995315074920654,True
Brazil,August,Apple,Rotten,0.9999988079071044,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9999914169311525,True
Brazil,August,Apple,Rotten,0.9999953508377076,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9924691319465636,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.999970316886902,True
Brazil,August,Apple,Rotten,0.9999983310699464,True
Brazil,August,Apple,Rotten,0.9999772310256958,True
Brazil,August,Apple,Rotten,0.9999991655349731,True
Brazil,August,Apple,Rotten,0.9998223185539246,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9999988079071044,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9999996423721312,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.999997615814209,True
Brazil,August,Apple,Rotten,0.9917844533920288,True
Brazil,August,Apple,Rotten,0.9999716281890868,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9999998807907104,True
Brazil,August,Apple,Rotten,0.9981093406677246,True
Brazil,August,Apple,Rotten,0.9999524354934692,True
Brazil,August,Apple,Rotten,0.9924609065055848,True
Brazil,August,Apple,Rotten,0.9999406337738036,True
Brazil,August,Apple,Rotten,0.9998944997787476,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9999996423721312,True
Brazil,August,Apple,Rotten,0.9999985694885254,True
Brazil,August,Apple,Rotten,0.997682809829712,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.998985469341278,True
Brazil,August,Apple,Rotten,0.999957799911499,True
Brazil,August,Apple,Rotten,0.9999997615814208,True
Brazil,August,Apple,Rotten,0.9999997615814208,True
Brazil,August,Apple,Rotten,0.9999982118606568,True
Brazil,August,Apple,Rotten,0.9999451637268066,True
Brazil,August,Apple,Rotten,0.9989538192749025,True
Brazil,August,Apple,Rotten,0.999984860420227,True
Brazil,August,Apple,Rotten,0.9999886751174928,True
Brazil,August,Apple,Rotten,0.9999186992645264,True
Brazil,August,Apple,Rotten,0.999853491783142,True
Brazil,August,Apple,Rotten,0.999996781349182,True
Brazil,August,Apple,Rotten,0.9999998807907104,True
Brazil,August,Apple,Rotten,0.99999737739563,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9999014139175416,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9997263550758362,True
Brazil,August,Apple,Rotten,0.9997209906578064,True
Brazil,August,Apple,Rotten,0.9999998807907104,True
Brazil,August,Apple,Rotten,0.9999618530273438,True
Brazil,August,Apple,Rotten,0.9999992847442628,True
Brazil,August,Apple,Rotten,0.9998655319213868,True
Brazil,August,Apple,Rotten,0.9999721050262452,True
Brazil,August,Apple,Rotten,0.99995219707489,True
Brazil,August,Apple,Rotten,0.9999396800994872,True
Brazil,August,Apple,Rotten,0.9993963241577148,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9948853850364684,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.999951720237732,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9999998807907104,True
Brazil,August,Apple,Rotten,0.9999986886978148,True
Brazil,August,Apple,Rotten,0.9999972581863404,True
Brazil,August,Apple,Rotten,0.9999349117279052,True
Brazil,August,Apple,Rotten,0.9998292922973632,True
Brazil,August,Apple,Rotten,0.9999998807907104,True
Brazil,August,Apple,Rotten,0.9998724460601808,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,1.0,True
Brazil,August,Apple,Rotten,0.9999805688858032,True
Brazil,August,Apple,Rotten,0.9999576807022096,True
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,0.9984482526779176,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,0.9999955892562866,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,0.9990113973617554,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,0.9999994039535522,False
Brazil,August,Banana,Fresh,0.9999991655349731,False
Brazil,August,Banana,Fresh,0.9999997615814208,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,0.9999984502792358,False
Brazil,August,Banana,Fresh,0.9999998807907104,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,0.9999997615814208,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,0.9994175434112548,False
Brazil,August,Banana,Fresh,0.9999996423721312,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Fresh,1.0,False
Brazil,August,Banana,Rotten,1.0,True
Brazil,August,Banana,Rotten,0.9999998807907104,True
Brazil,August,Banana,Rotten,1.0,True
Brazil,August,Banana,Rotten,0.9999998807907104,True
Brazil,August,Banana,Rotten,0.9999884366989136,True
Brazil,August,Banana,Rotten,1.0,True
Brazil,August,Banana,Rotten,0.9999982118606568,True
Brazil,August,Banana,Rotten,1.0,True
Brazil,August,Banana,Rotten,1.0,True
Brazil,August,Banana,Rotten,0.9999980926513672,True
Brazil,August,Banana,Rotten,1.0,True
Brazil,August,Banana,Rotten,1.0,True
Brazil,August,Banana,Rotten,1.0,True
Brazil,August,Banana,Rotten,1.0,True
Brazil,August,Banana,Rotten,0.9999991655349731,True
Brazil,August,Banana,Rotten,0.9997779726982116,True
Brazil,August,Banana,Rotten,1.0,True
Brazil,August,Banana,Rotten,1.0,True
Brazil,August,Banana,Rotten,1.0,True
Brazil,August,Banana,Rotten,0.9983807802200316,True
Brazil,August,Banana,Rotten,1.0,True
Brazil,August,Banana,Rotten,1.0,True
